item,year,gsdp,state
"Agriculture, forestry and fishing",2012-13,8373465,Punjab
"Agriculture, forestry and fishing",2013-14,9030656,Punjab
"Agriculture, forestry and fishing",2014-15,9285716,Punjab
Crops,2011-12,5007937,Punjab
Crops,2012-13,5314252,Punjab
Crops,2013-14,5734357,Punjab
Crops,2014-15,5690972,Punjab
Livestock,2011-12,2034580,Punjab
Livestock,2012-13,2222010,Punjab
Livestock,2013-14,2445208,Punjab
Livestock,2014-15,2638842,Punjab
Forestry and logging,2011-12,715707,Punjab
Forestry and logging,2012-13,769611,Punjab
Forestry and logging,2013-14,758874,Punjab
Forestry and logging,2014-15,848245,Punjab
Fishing and aquaculture,2011-12,58601,Punjab
Fishing and aquaculture,2012-13,67592,Punjab
Fishing and aquaculture,2013-14,92217,Punjab
Fishing and aquaculture,2014-15,107657,Punjab
Mining and quarrying,2011-12,3682,Punjab
Mining and quarrying,2012-13,2057,Punjab
Mining and quarrying,2013-14,8707,Punjab
Mining and quarrying,2014-15,10354,Punjab
Manufacturing,2011-12,3750728,Punjab
Manufacturing,2012-13,4067078,Punjab
Manufacturing,2013-14,4419233,Punjab
Manufacturing,2014-15,4790341,Punjab
"Electricity, gas, water supply & other utility services",2011-12,714903,Punjab
"Electricity, gas, water supply & other utility services",2012-13,816016,Punjab
"Electricity, gas, water supply & other utility services",2013-14,856238,Punjab
"Electricity, gas, water supply & other utility services",2014-15,911611,Punjab
Construction,2011-12,1978423,Punjab
Construction,2012-13,2054740,Punjab
Construction,2013-14,2129015,Punjab
Construction,2014-15,2202962,Punjab
"Trade, repair, hotels and restaurants",2011-12,2532467,Punjab
"Trade, repair, hotels and restaurants",2012-13,2993141,Punjab
"Trade, repair, hotels and restaurants",2013-14,3752484,Punjab
"Trade, repair, hotels and restaurants",2014-15,4419919,Punjab
Trade & repair services,2011-12,2371685,Punjab
Trade & repair services,2012-13,2815726,Punjab
Trade & repair services,2013-14,3555016,Punjab
Trade & repair services,2014-15,4201252,Punjab
Hotels & restaurants,2011-12,160781,Punjab
Hotels & restaurants,2012-13,177415,Punjab
Hotels & restaurants,2013-14,197468,Punjab
Hotels & restaurants,2014-15,218667,Punjab
"Transport, storage, communication & services related to broadcasting",2011-12,1321324,Punjab
"Transport, storage, communication & services related to broadcasting",2012-13,1540246,Punjab
"Transport, storage, communication & services related to broadcasting",2013-14,1736148,Punjab
"Transport, storage, communication & services related to broadcasting",2014-15,1951809,Punjab
Railways,2011-12,190402,Punjab
Railways,2012-13,228932,Punjab
Railways,2013-14,215046,Punjab
Railways,2014-15,233389,Punjab
Road transport,2011-12,625062,Punjab
Road transport,2012-13,708851,Punjab
Road transport,2013-14,823463,Punjab
Road transport,2014-15,928575,Punjab
Water transport,2011-12,0,Punjab
Water transport,2012-13,0,Punjab
Water transport,2013-14,0,Punjab
Water transport,2014-15,0,Punjab
Air transport,2011-12,2464,Punjab
Air transport,2012-13,4658,Punjab
Air transport,2013-14,3967,Punjab
Air transport,2014-15,4473,Punjab
Services incidental to transport,2011-12,32147,Punjab
Services incidental to transport,2012-13,36862,Punjab
Services incidental to transport,2013-14,42676,Punjab
Services incidental to transport,2014-15,48124,Punjab
Storage,2011-12,48043,Punjab
Storage,2012-13,91143,Punjab
Storage,2013-14,64027,Punjab
Storage,2014-15,76429,Punjab
Communication & services related to broadcasting,2011-12,423205,Punjab
Communication & services related to broadcasting,2012-13,469800,Punjab
Communication & services related to broadcasting,2013-14,586969,Punjab
Communication & services related to broadcasting,2014-15,660819,Punjab
Financial services,2011-12,1464304,Punjab
Financial services,2012-13,1655979,Punjab
Financial services,2013-14,1836932,Punjab
Financial services,2014-15,2057520,Punjab
"Real estate, ownership of dwelling & professional services",2011-12,2274674,Punjab
"Real estate, ownership of dwelling & professional services",2012-13,2574058,Punjab
"Real estate, ownership of dwelling & professional services",2013-14,2849529,Punjab
"Real estate, ownership of dwelling & professional services",2014-15,3142786,Punjab
Public administration,2011-12,1269455,Punjab
Public administration,2012-13,1486914,Punjab
Public administration,2013-14,1629661,Punjab
Public administration,2014-15,1842730,Punjab
Other services,2011-12,2250644,Punjab
Other services,2012-13,2520089,Punjab
Other services,2013-14,2909626,Punjab
Other services,2014-15,3303041,Punjab
"Agriculture, forestry and fishing",2011-12,11910650,Rajasthan
"Agriculture, forestry and fishing",2012-13,13572561,Rajasthan
"Agriculture, forestry and fishing",2013-14,14418664,Rajasthan
"Agriculture, forestry and fishing",2014-15,15044394,Rajasthan
Crops,2011-12,7346942,Rajasthan
Crops,2012-13,8389344,Rajasthan
Crops,2013-14,8675414,Rajasthan
Crops,2014-15,7673441,Rajasthan
Livestock,2011-12,3113617,Rajasthan
Livestock,2012-13,3523365,Rajasthan
Livestock,2013-14,3962174,Rajasthan
Livestock,2014-15,5356257,Rajasthan
Forestry and logging,2011-12,1416986,Rajasthan
Forestry and logging,2012-13,1622443,Rajasthan
Forestry and logging,2013-14,1738606,Rajasthan
Forestry and logging,2014-15,1956660,Rajasthan
Fishing and aquaculture,2011-12,33105,Rajasthan
Fishing and aquaculture,2012-13,37408,Rajasthan
Fishing and aquaculture,2013-14,42470,Rajasthan
Fishing and aquaculture,2014-15,58036,Rajasthan
Mining and quarrying,2011-12,1841530,Rajasthan
Mining and quarrying,2012-13,3395874,Rajasthan
Mining and quarrying,2013-14,3716758,Rajasthan
Mining and quarrying,2014-15,4069385,Rajasthan
Manufacturing,2011-12,6666606,Rajasthan
Manufacturing,2012-13,5627437,Rajasthan
Manufacturing,2013-14,6015398,Rajasthan
Manufacturing,2014-15,6552580,Rajasthan
"Electricity, gas, water supply & other utility services",2011-12,763271,Rajasthan
"Electricity, gas, water supply & other utility services",2012-13,1059921,Rajasthan
"Electricity, gas, water supply & other utility services",2013-14,979452,Rajasthan
"Electricity, gas, water supply & other utility services",2014-15,1122888,Rajasthan
Construction,2011-12,4359171,Rajasthan
Construction,2012-13,4568112,Rajasthan
Construction,2013-14,4965979,Rajasthan
Construction,2014-15,5353326,Rajasthan
"Trade, repair, hotels and restaurants",2011-12,4374625,Rajasthan
"Trade, repair, hotels and restaurants",2012-13,5241569,Rajasthan
"Trade, repair, hotels and restaurants",2013-14,6201013,Rajasthan
"Trade, repair, hotels and restaurants",2014-15,7297290,Rajasthan
Trade & repair services,2011-12,4097894,Rajasthan
Trade & repair services,2012-13,4943212,Rajasthan
Trade & repair services,2013-14,5878264,Rajasthan
Trade & repair services,2014-15,6942748,Rajasthan
Hotels & restaurants,2011-12,276731,Rajasthan
Hotels & restaurants,2012-13,298357,Rajasthan
Hotels & restaurants,2013-14,322749,Rajasthan
Hotels & restaurants,2014-15,354543,Rajasthan
"Transport, storage, communication & services related to broadcasting",2011-12,2312809,Rajasthan
"Transport, storage, communication & services related to broadcasting",2012-13,2748068,Rajasthan
"Transport, storage, communication & services related to broadcasting",2013-14,3300711,Rajasthan
"Transport, storage, communication & services related to broadcasting",2014-15,3814461,Rajasthan
Railways,2011-12,240962,Rajasthan
Railways,2012-13,336900,Rajasthan
Railways,2013-14,401763,Rajasthan
Railways,2014-15,464638,Rajasthan
Road transport,2011-12,1410655,Rajasthan
Road transport,2012-13,1636644,Rajasthan
Road transport,2013-14,1906004,Rajasthan
Road transport,2014-15,2121206,Rajasthan
Water transport,2011-12,0,Rajasthan
Water transport,2012-13,0,Rajasthan
Water transport,2013-14,0,Rajasthan
Water transport,2014-15,0,Rajasthan
Air transport,2011-12,6698,Rajasthan
Air transport,2012-13,12715,Rajasthan
Air transport,2013-14,10561,Rajasthan
Air transport,2014-15,13469,Rajasthan
Services incidental to transport,2011-12,31956,Rajasthan
Services incidental to transport,2012-13,37192,Rajasthan
Services incidental to transport,2013-14,43300,Rajasthan
Services incidental to transport,2014-15,47609,Rajasthan
Storage,2011-12,10113,Rajasthan
Storage,2012-13,11053,Rajasthan
Storage,2013-14,13916,Rajasthan
Storage,2014-15,16584,Rajasthan
Communication & services related to broadcasting,2011-12,612425,Rajasthan
Communication & services related to broadcasting,2012-13,713565,Rajasthan
Communication & services related to broadcasting,2013-14,925166,Rajasthan
Communication & services related to broadcasting,2014-15,1150955,Rajasthan
Financial services,2011-12,1364042,Rajasthan
Financial services,2012-13,1494592,Rajasthan
Financial services,2013-14,1717985,Rajasthan
Financial services,2014-15,1827413,Rajasthan
"Real estate, ownership of dwelling & professional services",2011-12,4133721,Rajasthan
"Real estate, ownership of dwelling & professional services",2012-13,4921093,Rajasthan
"Real estate, ownership of dwelling & professional services",2013-14,5613758,Rajasthan
"Real estate, ownership of dwelling & professional services",2014-15,6451997,Rajasthan
Public administration,2011-12,1467926,Rajasthan
Public administration,2012-13,1593519,Rajasthan
Public administration,2013-14,2001087,Rajasthan
Public administration,2014-15,2460364,Rajasthan
Other services,2011-12,2481856,Rajasthan
Other services,2012-13,2892295,Rajasthan
Other services,2013-14,3357215,Rajasthan
Other services,2014-15,4164287,Rajasthan
"Agriculture, forestry and fishing",2011-12,90137,Sikkim
"Agriculture, forestry and fishing",2012-13,108278,Sikkim
"Agriculture, forestry and fishing",2013-14,122419,Sikkim
"Agriculture, forestry and fishing",2014-15,137447,Sikkim
"Agriculture, forestry and fishing",2015-16,159217,Sikkim
Crops,2011-12,78207,Sikkim
Crops,2012-13,94942,Sikkim
Crops,2013-14,104440,Sikkim
Crops,2014-15,114976,Sikkim
Crops,2015-16,130878,Sikkim
Livestock,2011-12,7627,Sikkim
Livestock,2012-13,8747,Sikkim
Livestock,2013-14,12986,Sikkim
Livestock,2014-15,17338,Sikkim
Livestock,2015-16,22925,Sikkim
Forestry and logging,2011-12,4017,Sikkim
Forestry and logging,2012-13,4137,Sikkim
Forestry and logging,2013-14,4471,Sikkim
Forestry and logging,2014-15,4529,Sikkim
Forestry and logging,2015-16,4715,Sikkim
Fishing and aquaculture,2011-12,287,Sikkim
Fishing and aquaculture,2012-13,452,Sikkim
Fishing and aquaculture,2013-14,523,Sikkim
Fishing and aquaculture,2014-15,604,Sikkim
Fishing and aquaculture,2015-16,699,Sikkim
Mining and quarrying,2011-12,800,Sikkim
Mining and quarrying,2012-13,896,Sikkim
Mining and quarrying,2013-14,1238,Sikkim
Mining and quarrying,2014-15,1329,Sikkim
Mining and quarrying,2015-16,1584,Sikkim
Manufacturing,2011-12,430623,Sikkim
Manufacturing,2012-13,462562,Sikkim
Manufacturing,2013-14,526856,Sikkim
Manufacturing,2014-15,550697,Sikkim
Manufacturing,2015-16,583579,Sikkim
"Electricity, gas, water supply & other utility services",2011-12,186623,Sikkim
"Electricity, gas, water supply & other utility services",2012-13,183906,Sikkim
"Electricity, gas, water supply & other utility services",2013-14,184113,Sikkim
"Electricity, gas, water supply & other utility services",2014-15,212499,Sikkim
"Electricity, gas, water supply & other utility services",2015-16,222468,Sikkim
Construction,2011-12,67095,Sikkim
Construction,2012-13,67755,Sikkim
Construction,2013-14,75613,Sikkim
Construction,2014-15,82058,Sikkim
Construction,2015-16,87830,Sikkim
"Trade, repair, hotels and restaurants",2011-12,31446,Sikkim
"Trade, repair, hotels and restaurants",2012-13,54858,Sikkim
"Trade, repair, hotels and restaurants",2013-14,69953,Sikkim
"Trade, repair, hotels and restaurants",2014-15,70568,Sikkim
"Trade, repair, hotels and restaurants",2015-16,80587,Sikkim
Trade & repair services,2011-12,26677,Sikkim
Trade & repair services,2012-13,49790,Sikkim
Trade & repair services,2013-14,64502,Sikkim
Trade & repair services,2014-15,64624,Sikkim
Trade & repair services,2015-16,73799,Sikkim
Hotels & restaurants,2011-12,4769,Sikkim
Hotels & restaurants,2012-13,5069,Sikkim
Hotels & restaurants,2013-14,5450,Sikkim
Hotels & restaurants,2014-15,5945,Sikkim
Hotels & restaurants,2015-16,6789,Sikkim
"Transport, storage, communication & services related to broadcasting",2011-12,28365,Sikkim
"Transport, storage, communication & services related to broadcasting",2012-13,36020,Sikkim
"Transport, storage, communication & services related to broadcasting",2013-14,42349,Sikkim
"Transport, storage, communication & services related to broadcasting",2014-15,47347,Sikkim
"Transport, storage, communication & services related to broadcasting",2015-16,56397,Sikkim
Railways,2011-12,0,Sikkim
Railways,2012-13,0,Sikkim
Railways,2013-14,0,Sikkim
Railways,2014-15,0,Sikkim
Railways,2015-16,0,Sikkim
Road transport,2011-12,21351,Sikkim
Road transport,2012-13,28414,Sikkim
Road transport,2013-14,31829,Sikkim
Road transport,2014-15,35283,Sikkim
Road transport,2015-16,41863,Sikkim
Water transport,2011-12,0,Sikkim
Water transport,2012-13,0,Sikkim
Water transport,2013-14,0,Sikkim
Water transport,2014-15,0,Sikkim
Water transport,2015-16,0,Sikkim
Air transport,2011-12,0,Sikkim
Air transport,2012-13,0,Sikkim
Air transport,2013-14,0,Sikkim
Air transport,2014-15,0,Sikkim
Air transport,2015-16,0,Sikkim
Services incidental to transport,2011-12,0,Sikkim
Services incidental to transport,2012-13,0,Sikkim
Services incidental to transport,2013-14,0,Sikkim
Services incidental to transport,2014-15,0,Sikkim
Services incidental to transport,2015-16,0,Sikkim
Storage,2011-12,0,Sikkim
Storage,2012-13,0,Sikkim
Storage,2013-14,0,Sikkim
Storage,2014-15,0,Sikkim
Storage,2015-16,0,Sikkim
Communication & services related to broadcasting,2011-12,7014,Sikkim
Communication & services related to broadcasting,2012-13,7606,Sikkim
Communication & services related to broadcasting,2013-14,10520,Sikkim
Communication & services related to broadcasting,2014-15,12064,Sikkim
Communication & services related to broadcasting,2015-16,14534,Sikkim
Financial services,2011-12,16521,Sikkim
Financial services,2012-13,17692,Sikkim
Financial services,2013-14,19924,Sikkim
Financial services,2014-15,21079,Sikkim
Financial services,2015-16,22871,Sikkim
"Real estate, ownership of dwelling & professional services",2011-12,58394,Sikkim
"Real estate, ownership of dwelling & professional services",2012-13,63935,Sikkim
"Real estate, ownership of dwelling & professional services",2013-14,68702,Sikkim
"Real estate, ownership of dwelling & professional services",2014-15,75330,Sikkim
"Real estate, ownership of dwelling & professional services",2015-16,82007,Sikkim
Public administration,2011-12,74027,Sikkim
Public administration,2012-13,85145,Sikkim
Public administration,2013-14,94138,Sikkim
Public administration,2014-15,119514,Sikkim
Public administration,2015-16,140444,Sikkim
Other services,2011-12,105179,Sikkim
Other services,2012-13,115696,Sikkim
Other services,2013-14,126386,Sikkim
Other services,2014-15,149265,Sikkim
Other services,2015-16,167844,Sikkim
"Agriculture, forestry and fishing",2011-12,8773221,Tamil_Nadu
"Agriculture, forestry and fishing",2012-13,8439666,Tamil_Nadu
"Agriculture, forestry and fishing",2013-14,10867130,Tamil_Nadu
"Agriculture, forestry and fishing",2014-15,13064238,Tamil_Nadu
"Agriculture, forestry and fishing",2015-16,13143892,Tamil_Nadu
"Agriculture, forestry and fishing",2016-17,13707951,Tamil_Nadu
Crops,2011-12,5375639,Tamil_Nadu
Crops,2012-13,4696306,Tamil_Nadu
Crops,2013-14,6294046,Tamil_Nadu
Crops,2014-15,7297820,Tamil_Nadu
Crops,2015-16,7280028,Tamil_Nadu
Crops,2016-17,7557588,Tamil_Nadu
Livestock,2011-12,2617944,Tamil_Nadu
Livestock,2012-13,2972027,Tamil_Nadu
Livestock,2013-14,3738883,Tamil_Nadu
Livestock,2014-15,4693361,Tamil_Nadu
Livestock,2015-16,4765971,Tamil_Nadu
Livestock,2016-17,4995138,Tamil_Nadu
Forestry and logging,2011-12,355528,Tamil_Nadu
Forestry and logging,2012-13,338087,Tamil_Nadu
Forestry and logging,2013-14,399307,Tamil_Nadu
Forestry and logging,2014-15,392705,Tamil_Nadu
Forestry and logging,2015-16,415952,Tamil_Nadu
Forestry and logging,2016-17,434416,Tamil_Nadu
Fishing and aquaculture,2011-12,424110,Tamil_Nadu
Fishing and aquaculture,2012-13,433247,Tamil_Nadu
Fishing and aquaculture,2013-14,434895,Tamil_Nadu
Fishing and aquaculture,2014-15,680352,Tamil_Nadu
Fishing and aquaculture,2015-16,681941,Tamil_Nadu
Fishing and aquaculture,2016-17,720809,Tamil_Nadu
Mining and quarrying,2011-12,326843,Tamil_Nadu
Mining and quarrying,2012-13,317889,Tamil_Nadu
Mining and quarrying,2013-14,318743,Tamil_Nadu
Mining and quarrying,2014-15,265536,Tamil_Nadu
Mining and quarrying,2015-16,261638,Tamil_Nadu
Mining and quarrying,2016-17,276321,Tamil_Nadu
Manufacturing,2011-12,15176801,Tamil_Nadu
Manufacturing,2012-13,17826090,Tamil_Nadu
Manufacturing,2013-14,18137892,Tamil_Nadu
Manufacturing,2014-15,18914794,Tamil_Nadu
Manufacturing,2015-16,20142365,Tamil_Nadu
Manufacturing,2016-17,21026591,Tamil_Nadu
"Electricity, gas, water supply & other utility services",2011-12,795604,Tamil_Nadu
"Electricity, gas, water supply & other utility services",2012-13,1267240,Tamil_Nadu
"Electricity, gas, water supply & other utility services",2013-14,1303592,Tamil_Nadu
"Electricity, gas, water supply & other utility services",2014-15,1710379,Tamil_Nadu
"Electricity, gas, water supply & other utility services",2015-16,2073838,Tamil_Nadu
"Electricity, gas, water supply & other utility services",2016-17,2336516,Tamil_Nadu
Construction,2011-12,9247221,Tamil_Nadu
Construction,2012-13,10235650,Tamil_Nadu
Construction,2013-14,11418102,Tamil_Nadu
Construction,2014-15,12216718,Tamil_Nadu
Construction,2015-16,13395808,Tamil_Nadu
Construction,2016-17,14533745,Tamil_Nadu
"Trade, repair, hotels and restaurants",2011-12,7930219,Tamil_Nadu
"Trade, repair, hotels and restaurants",2012-13,9691628,Tamil_Nadu
"Trade, repair, hotels and restaurants",2013-14,11344765,Tamil_Nadu
"Trade, repair, hotels and restaurants",2014-15,12895842,Tamil_Nadu
"Trade, repair, hotels and restaurants",2015-16,14567728,Tamil_Nadu
"Trade, repair, hotels and restaurants",2016-17,15372472,Tamil_Nadu
Trade & repair services,2011-12,6893400,Tamil_Nadu
Trade & repair services,2012-13,8505165,Tamil_Nadu
Trade & repair services,2013-14,9967754,Tamil_Nadu
Trade & repair services,2014-15,11252588,Tamil_Nadu
Trade & repair services,2015-16,12593468,Tamil_Nadu
Trade & repair services,2016-17,13171329,Tamil_Nadu
Hotels & restaurants,2011-12,1036819,Tamil_Nadu
Hotels & restaurants,2012-13,1186463,Tamil_Nadu
Hotels & restaurants,2013-14,1377011,Tamil_Nadu
Hotels & restaurants,2014-15,1643253,Tamil_Nadu
Hotels & restaurants,2015-16,1974260,Tamil_Nadu
Hotels & restaurants,2016-17,2201143,Tamil_Nadu
"Transport, storage, communication & services related to broadcasting",2011-12,5337904,Tamil_Nadu
"Transport, storage, communication & services related to broadcasting",2012-13,6145938,Tamil_Nadu
"Transport, storage, communication & services related to broadcasting",2013-14,6726593,Tamil_Nadu
"Transport, storage, communication & services related to broadcasting",2014-15,7188320,Tamil_Nadu
"Transport, storage, communication & services related to broadcasting",2015-16,8008838,Tamil_Nadu
"Transport, storage, communication & services related to broadcasting",2016-17,8780319,Tamil_Nadu
Railways,2011-12,316026,Tamil_Nadu
Railways,2012-13,370416,Tamil_Nadu
Railways,2013-14,401984,Tamil_Nadu
Railways,2014-15,468553,Tamil_Nadu
Railways,2015-16,548315,Tamil_Nadu
Railways,2016-17,581276,Tamil_Nadu
Road transport,2011-12,2866546,Tamil_Nadu
Road transport,2012-13,3309408,Tamil_Nadu
Road transport,2013-14,3581990,Tamil_Nadu
Road transport,2014-15,3660994,Tamil_Nadu
Road transport,2015-16,3851117,Tamil_Nadu
Road transport,2016-17,3978671,Tamil_Nadu
Water transport,2011-12,66379,Tamil_Nadu
Water transport,2012-13,62574,Tamil_Nadu
Water transport,2013-14,59573,Tamil_Nadu
Water transport,2014-15,70414,Tamil_Nadu
Water transport,2015-16,83962,Tamil_Nadu
Water transport,2016-17,100526,Tamil_Nadu
Air transport,2011-12,43317,Tamil_Nadu
Air transport,2012-13,80632,Tamil_Nadu
Air transport,2013-14,62921,Tamil_Nadu
Air transport,2014-15,180836,Tamil_Nadu
Air transport,2015-16,339750,Tamil_Nadu
Air transport,2016-17,492323,Tamil_Nadu
Services incidental to transport*,2011-12,822307,Tamil_Nadu
Services incidental to transport*,2012-13,951481,Tamil_Nadu
Services incidental to transport*,2013-14,939475,Tamil_Nadu
Services incidental to transport*,2014-15,864407,Tamil_Nadu
Services incidental to transport*,2015-16,980474,Tamil_Nadu
Services incidental to transport*,2016-17,1113679,Tamil_Nadu
Storage,2011-12,26961,Tamil_Nadu
Storage,2012-13,28773,Tamil_Nadu
Storage,2013-14,33162,Tamil_Nadu
Storage,2014-15,39834,Tamil_Nadu
Storage,2015-16,48814,Tamil_Nadu
Storage,2016-17,60273,Tamil_Nadu
Communication & services related to broadcasting,2011-12,1196369,Tamil_Nadu
Communication & services related to broadcasting,2012-13,1342653,Tamil_Nadu
Communication & services related to broadcasting,2013-14,1647489,Tamil_Nadu
Communication & services related to broadcasting,2014-15,1903283,Tamil_Nadu
Communication & services related to broadcasting,2015-16,2156406,Tamil_Nadu
Communication & services related to broadcasting,2016-17,2453571,Tamil_Nadu
Financial services,2011-12,4019599,Tamil_Nadu
Financial services,2012-13,4466210,Tamil_Nadu
Financial services,2013-14,5088062,Tamil_Nadu
Financial services,2014-15,5598498,Tamil_Nadu
Financial services,2015-16,5990393,Tamil_Nadu
Financial services,2016-17,6849037,Tamil_Nadu
"Real estate, ownership of dwelling & professional services",2011-12,10253371,Tamil_Nadu
"Real estate, ownership of dwelling & professional services",2012-13,12096018,Tamil_Nadu
"Real estate, ownership of dwelling & professional services",2013-14,14291455,Tamil_Nadu
"Real estate, ownership of dwelling & professional services",2014-15,16830213,Tamil_Nadu
"Real estate, ownership of dwelling & professional services",2015-16,19831868,Tamil_Nadu
"Real estate, ownership of dwelling & professional services",2016-17,23022995,Tamil_Nadu
Public administration,2011-12,2598408,Tamil_Nadu
Public administration,2012-13,2572501,Tamil_Nadu
Public administration,2013-14,2962600,Tamil_Nadu
Public administration,2014-15,3400800,Tamil_Nadu
Public administration,2015-16,3728920,Tamil_Nadu
Public administration,2016-17,4561182,Tamil_Nadu
Other services,2011-12,4842953,Tamil_Nadu
Other services,2012-13,5483888,Tamil_Nadu
Other services,2013-14,6378431,Tamil_Nadu
Other services,2014-15,7430115,Tamil_Nadu
Other services,2015-16,8569379,Tamil_Nadu
Other services,2016-17,9858347,Tamil_Nadu
"Agriculture, forestry and fishing",2011-12,5461488,Telangana
"Agriculture, forestry and fishing",2012-13,6726490,Telangana
"Agriculture, forestry and fishing",2013-14,7723553,Telangana
"Agriculture, forestry and fishing",2014-15,7591501,Telangana
"Agriculture, forestry and fishing",2015-16,7755281,Telangana
"Agriculture, forestry and fishing",2016-17,9216180,Telangana
Crops,2011-12,3236819,Telangana
Crops,2012-13,4057031,Telangana
Crops,2013-14,4715888,Telangana
Crops,2014-15,4162493,Telangana
Crops,2015-16,3867873,Telangana
Crops,2016-17,4885862,Telangana
Livestock,2011-12,1884801,Telangana
Livestock,2012-13,2278539,Telangana
Livestock,2013-14,2539923,Telangana
Livestock,2014-15,2951299,Telangana
Livestock,2015-16,3436285,Telangana
Livestock,2016-17,3852198,Telangana
Forestry and logging,2011-12,191725,Telangana
Forestry and logging,2012-13,207059,Telangana
Forestry and logging,2013-14,218021,Telangana
Forestry and logging,2014-15,210741,Telangana
Forestry and logging,2015-16,213338,Telangana
Forestry and logging,2016-17,210850,Telangana
Fishing and aquaculture,2011-12,148143,Telangana
Fishing and aquaculture,2012-13,183861,Telangana
Fishing and aquaculture,2013-14,249721,Telangana
Fishing and aquaculture,2014-15,266968,Telangana
Fishing and aquaculture,2015-16,237785,Telangana
Fishing and aquaculture,2016-17,267270,Telangana
Mining and quarrying,2011-12,1106109,Telangana
Mining and quarrying,2012-13,1268476,Telangana
Mining and quarrying,2013-14,1238555,Telangana
Mining and quarrying,2014-15,1541853,Telangana
Mining and quarrying,2015-16,1723849,Telangana
Mining and quarrying,2016-17,1889245,Telangana
Manufacturing,2011-12,6215158,Telangana
Manufacturing,2012-13,5543115,Telangana
Manufacturing,2013-14,5714839,Telangana
Manufacturing,2014-15,6353711,Telangana
Manufacturing,2015-16,6677750,Telangana
Manufacturing,2016-17,7323500,Telangana
"Electricity, gas, water supply & other utility services",2011-12,783505,Telangana
"Electricity, gas, water supply & other utility services",2012-13,589605,Telangana
"Electricity, gas, water supply & other utility services",2013-14,870938,Telangana
"Electricity, gas, water supply & other utility services",2014-15,716266,Telangana
"Electricity, gas, water supply & other utility services",2015-16,661426,Telangana
"Electricity, gas, water supply & other utility services",2016-17,666068,Telangana
Construction,2011-12,2278975,Telangana
Construction,2012-13,2357786,Telangana
Construction,2013-14,2458242,Telangana
Construction,2014-15,2854024,Telangana
Construction,2015-16,3030401,Telangana
Construction,2016-17,3395388,Telangana
"Trade, repair, hotels and restaurants",2011-12,3747813,Telangana
"Trade, repair, hotels and restaurants",2012-13,4454669,Telangana
"Trade, repair, hotels and restaurants",2013-14,5127458,Telangana
"Trade, repair, hotels and restaurants",2014-15,6494607,Telangana
"Trade, repair, hotels and restaurants",2015-16,7481535,Telangana
"Trade, repair, hotels and restaurants",2016-17,8786776,Telangana
Trade & repair services,2011-12,3048685,Telangana
Trade & repair services,2012-13,3647224,Telangana
Trade & repair services,2013-14,4456270,Telangana
Trade & repair services,2014-15,5724128,Telangana
Trade & repair services,2015-16,6634722,Telangana
Trade & repair services,2016-17,7841875,Telangana
Hotels & restaurants,2011-12,699128,Telangana
Hotels & restaurants,2012-13,807445,Telangana
Hotels & restaurants,2013-14,671188,Telangana
Hotels & restaurants,2014-15,770479,Telangana
Hotels & restaurants,2015-16,846813,Telangana
Hotels & restaurants,2016-17,944901,Telangana
"Transport, storage, communication & services related to broadcasting",2011-12,2531735,Telangana
"Transport, storage, communication & services related to broadcasting",2012-13,2987019,Telangana
"Transport, storage, communication & services related to broadcasting",2013-14,3229811,Telangana
"Transport, storage, communication & services related to broadcasting",2014-15,3604741,Telangana
"Transport, storage, communication & services related to broadcasting",2015-16,4182002,Telangana
"Transport, storage, communication & services related to broadcasting",2016-17,4895352,Telangana
Railways,2011-12,161363,Telangana
Railways,2012-13,175620,Telangana
Railways,2013-14,193048,Telangana
Railways,2014-15,199686,Telangana
Railways,2015-16,205940,Telangana
Railways,2016-17,208823,Telangana
Road transport,2011-12,1461278,Telangana
Road transport,2012-13,1715757,Telangana
Road transport,2013-14,1869092,Telangana
Road transport,2014-15,2055658,Telangana
Road transport,2015-16,2418848,Telangana
Road transport,2016-17,2863507,Telangana
Water transport,2011-12,0,Telangana
Water transport,2012-13,0,Telangana
Water transport,2013-14,0,Telangana
Water transport,2014-15,0,Telangana
Water transport,2015-16,0,Telangana
Water transport,2016-17,0,Telangana
Air transport,2011-12,23258,Telangana
Air transport,2012-13,43171,Telangana
Air transport,2013-14,34506,Telangana
Air transport,2014-15,120691,Telangana
Air transport,2015-16,158647,Telangana
Air transport,2016-17,217072,Telangana
Services incidental to transport,2011-12,371763,Telangana
Services incidental to transport,2012-13,484436,Telangana
Services incidental to transport,2013-14,447736,Telangana
Services incidental to transport,2014-15,454909,Telangana
Services incidental to transport,2015-16,513777,Telangana
Services incidental to transport,2016-17,593688,Telangana
Storage,2011-12,17531,Telangana
Storage,2012-13,15328,Telangana
Storage,2013-14,17085,Telangana
Storage,2014-15,19805,Telangana
Storage,2015-16,24206,Telangana
Storage,2016-17,28510,Telangana
Communication & services related to broadcasting,2011-12,496542,Telangana
Communication & services related to broadcasting,2012-13,552707,Telangana
Communication & services related to broadcasting,2013-14,668344,Telangana
Communication & services related to broadcasting,2014-15,753992,Telangana
Communication & services related to broadcasting,2015-16,860584,Telangana
Communication & services related to broadcasting,2016-17,983752,Telangana
Financial services,2011-12,2126507,Telangana
Financial services,2012-13,2363216,Telangana
Financial services,2013-14,2659553,Telangana
Financial services,2014-15,3023729,Telangana
Financial services,2015-16,3312302,Telangana
Financial services,2016-17,3700835,Telangana
